biosample_id	geo_loc_name	asserted_lat	asserted_lon	inferred_lat	inferred_lon	distance_meters	asserted_elev	inferred_elev	elev_difference_meters	asserted_env_broad_scale_id	asserted_env_broad_scale_name	asserted_env_local_scale_id	asserted_env_local_scale_name	asserted_env_medium_id	asserted_env_medium_name
nmdc:bsm-11-083vtj79	USA: North Dakota, Chase Lake National Wildlife Refuge	47.12584	-99.253801	47.0073926	-99.4455091	19603.5	594.1	579.0	15.100000000000023	ENVO:00000446	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-087tfy22	USA: Michigan, Lake City	44.296098	-85.199612	44.335287	-85.215046	4527.3	372.0	377.0	5.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-08bzjv22	USA: Washington, Wind River Experimental Forest	45.824274	-121.966341	45.8090043	-121.9823059	2100.9	418.1	407.0	11.100000000000023	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-08c9tv59	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	298.0	280.0	18.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-08e9gn78	USA: Wisconsin	43.0995	-89.4045	44.4308975	-89.6884637	149790.2	258.0	259.0	1.0	ENVO:01000252	freshwater lake biome	ENVO:00002131	epilimnion	ENVO:04000007	lake water
nmdc:bsm-11-08ee0j37	USA: Iowa, Ames	42.013	-93.743	42.0267567	-93.6170448	10516.8	325.0	328.0	3.0	ENVO:01000245	cropland biome	ENVO:00000078	farm	ENVO:00005802	bulk soil
nmdc:bsm-11-08fpzx54	USA: Hawaii, Kilauea Volcano	19.389389	-155.25	19.4138647	-155.275811	3838.6	1500	1083.0	417.0	ENVO:01000174	forest biome	ENVO:00000094	volcanic feature	ENVO:01001841	volcanic soil
nmdc:bsm-11-08mamh62	USA: Oregon	44.5881	-123.1939	43.9792797	-120.737257	206933.4	62.0	61.0	1.0	ENVO:00000446	terrestrial biome	ENVO:00000011	garden	ENVO:00005802	bulk soil
nmdc:bsm-11-08mmms67	USA: Alabama, Talladega National Forest	32.974426	-87.42694	32.9349471	-87.3948069	5316.0	83.9	93.0	9.099999999999994	ENVO:00000446	terrestrial biome	ENVO:01000816	area of deciduous forest	ENVO:00001998	soil
nmdc:bsm-11-08nch810	USA: North Dakota, Chase Lake National Wildlife Refuge	47.118581	-99.239944	47.0073926	-99.4455091	19882.2	585.7	579.0	6.7000000000000455	ENVO:00000446	terrestrial biome	ENVO:01000888	area of gramanoid or herbaceous vegetation	ENVO:00001998	soil
nmdc:bsm-11-08nps265	USA: Wisconsin	43.0995	-89.4045	44.4308975	-89.6884637	149790.2	258.0	259.0	1.0	ENVO:01000252	freshwater lake biome	ENVO:00002131	epilimnion	ENVO:04000007	lake water
nmdc:bsm-11-08qsb552	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	298.0	280.0	18.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-08tvsn50	USA: California, Davis	38.53502	-121.77985	38.5435526	-121.739005	3677.0	16.0	17.0	1.0	ENVO:01000245	cropland biome	ENVO:00005801	rhizosphere	ENVO:00001998	soil
nmdc:bsm-11-097t3b49	USA: Colorado, San Juan County, Animas River	37.89004	-107.65252	37.7313232	-107.659357	17658.7		3290.0		ENVO:00000890	small river biome	ENVO:00000495	tributary	ENVO:00002127	stream sediment
nmdc:bsm-11-09ad0019	USA: Utah, Onaqui	40.205921	-112.430276	40.2106006	-112.5610339	11116.1	1610.9	1617.0	6.099999999999909	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-09bbdk62	USA: Wisconsin	43.0995	-89.4045	44.4308975	-89.6884637	149790.2	258.0	259.0	1.0	ENVO:01000252	freshwater lake biome	ENVO:00002131	epilimnion	ENVO:04000007	lake water
nmdc:bsm-11-09ep6044	USA: Wyoming, Yellowstone National Park	44.954799	-110.539286	44.6200885	-110.5606893	37256.4	2125.7	2116.0	9.699999999999818	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-09h8g835	USA: Texas, Lyndon B. Johnson National Grassland	33.397987	-97.568339	33.36984	-97.593456	3903.1	278.1	275.0	3.1000000000000227	ENVO:00000446	terrestrial biome	ENVO:01000816	area of deciduous forest	ENVO:00001998	soil
nmdc:bsm-11-09mw4x83	USA: Oregon, Boardman	45.83986	-119.70058	45.839855	-119.700583	0.6	95.0	91.0	4.0	ENVO:01000177	grassland biome	ENVO:00000011	garden	ENVO:00005801	rhizosphere
nmdc:bsm-11-09rxba07	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	500.0	280.0	220.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-09zas694	USA: FL, Osceola	28.12505	-81.43619	28.0443842	-81.1437541	30058.0		16.0		ENVO:00000446		ENVO:01000891		ENVO:00001998	
nmdc:bsm-11-0ahthd94	USA: California, Berkeley	37.87745088325767	-122.25056987961348	37.8708393	-122.272863	2090.3	238.0	204.0	34.0	ENVO:01001001	plant-associated environment	ENVO:00005801	rhizosphere	ENVO:01000349	root matter
nmdc:bsm-11-0an3j196	USA: Utah, Onaqui	40.174021	-112.45284	40.2106006	-112.5610339	10049.9	1650.7	1657.0	6.2999999999999545	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-0ax2jv30	USA: Iowa, Ames	42.013	-93.743	42.0267567	-93.6170448	10516.8	325.0	328.0	3.0	ENVO:01000245	cropland biome	ENVO:00000078	farm	ENVO:00005802	bulk soil
nmdc:bsm-11-0b3f6q91	USA: Wisconsin	43.0995	-89.4045	44.4308975	-89.6884637	149790.2	258.0	259.0	1.0	ENVO:01000252	freshwater lake biome	ENVO:00002131	epilimnion	ENVO:04000007	lake water
nmdc:bsm-11-0b52dk93	USA: Michigan, University of Notre Dame Environmental Research Center	46.232249	-89.534573	46.232455	-89.5204851	1083.8	505.5	518.0	12.5	ENVO:00000446	terrestrial biome	ENVO:01000893	area of woody wetland	ENVO:00001998	soil
nmdc:bsm-11-0b67sr13	USA: Pennsylvania	40.61507	-78.00688	40.9699889	-77.7278831	45925.3		225.0		ENVO:01000253		ENVO:00000022	river	ENVO:00002042	surface water
nmdc:bsm-11-0b7nbq19	USA: Michigan, Delton	42.476365	-85.451887	42.4997581	-85.4080641	4436.0	298.0	280.0	18.0	ENVO:01000221	temperate woodland biome	ENVO:00000114	agricultural field	ENVO:00005749	farm soil
nmdc:bsm-11-0b8ncb13	USA: Wisconsin, Treehaven	45.49009	-89.590096	45.4921665	-89.5638439	2059.3	465.6	459.0	6.600000000000023	ENVO:00000446	terrestrial biome	ENVO:01000843	area of evergreen forest	ENVO:00001998	soil
nmdc:bsm-11-0b9aj433	USA: Michigan, University of Notre Dame Environmental Research Center	46.22596	-89.513299	46.232455	-89.5204851	909.5	524	515.0	9.0	ENVO:00000446	terrestrial biome	ENVO:01000816	area of deciduous forest	ENVO:00001998	soil
nmdc:bsm-11-0bj8v379	USA: Arizona, Santa Rita Experimental Range	31.910099	-110.837175	31.8334182	-110.8528643	8654.3	993.4	983.0	10.399999999999977	ENVO:00000446	terrestrial biome	ENVO:01000869	area of scrub	ENVO:00001998	soil
nmdc:bsm-11-0bnpdx15	USA: Florida, Ordway-Swisher Biological Station	29.696568	-82.02558	29.7025773	-81.9834412	4124.6	28.8	32.0	3.1999999999999993	ENVO:00000446	terrestrial biome	ENVO:01000893	area of woody wetland	ENVO:00001998	soil
nmdc:bsm-11-0br06j81	USA: Lake Mendota, Wisconsin	43.099	-89.405	43.1378596	-89.3946927	4401.2		259.0		ENVO:01000252	freshwater lake biome	ENVO:01000548	eutrophic lake	ENVO:04000007	lake water
